Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138
Ctrl_1_1 - illumina_universal_adapter	0.00018234185998936386	0.00019636815691162263	0.00023844704767839888	0.00031792939690453186	0.00035767057151759837	0.0003974117461306648	0.0004418283530511509	0.0004815695276642174	0.0005142975538161544	0.0006031307676571266	0.0006989771299592282	0.000745731453033424	0.0007936546341844748	0.0008497598218735098	0.0009082027257162545	0.0009432684680219015	0.0009993736557109365	0.0010578165595536812	0.001130285760318685	0.0012249632645439316	0.0014412020087620873	0.0015522435260633025	0.0016738047660562118	0.0017953660060491211	0.0019391355495022734	0.0021156331191073624	0.0023517424506320516	0.0025995403629252897	0.0028765597271399003	0.0032599451763483064	0.0036865783744003434	0.00423477281244529	0.0047911492570282205	0.005445709780066962	0.0061832592265624025	0.0070388633388201866	0.008101355330681287	0.00937190406022256	0.010944018173592397	0.012732371031180387	0.014791898962598716	0.017317801266682146	0.020304233653046407	0.02387977051014554	0.02810869903220655	0.03342934099805004	0.03954246874000115	0.04693198950187781	0.05608414824365164	0.0670784273145488	0.07949871323920893	0.0941234654968174	0.11096904810045016	0.13098924924082084	0.15410224885254956	0.180777927882532	0.21170357487995886	0.2469855559298239	0.28742453881477276	0.33376157955553143	0.38499730449638897	0.4400341559031786	0.5011853039099963	0.5676150149918906	0.6414611305714293	0.7227213129324586	0.8120840194822458	0.909608861982711	1.0165804154603175	1.1328186757712295	1.2583096166185248	1.396910469655825	1.5448189395591203	1.7034060968525622
Ctrl_1_2 - illumina_universal_adapter	0.00019169272460420304	0.00020571902152646178	0.0002477979122932381	0.0003366311261342102	0.00037637230074727667	0.00041845119151405296	0.000462867798434539	0.0005026089730476055	0.0005353369991995426	0.0006265079291942245	0.0007211854334194712	0.000767939756493667	0.0008146940795678629	0.0008731369834106078	0.0009304110291764977	0.0009923605072498071	0.0010765182887833597	0.0011688580768548966	0.0012600290068495784	0.0013944476856878915	0.0016317258752894357	0.0017883528575879917	0.001953161846424532	0.0021647251583352687	0.0024008344898599574	0.0026346061052309367	0.0029630552248271626	0.003309037215576212	0.003705280103630022	0.004209057934754483	0.004737381785492895	0.005442203205836398	0.006186765800792967	0.006997953306130266	0.007867583715310308	0.008919555984479716	0.010145688107100502	0.01156818838663291	0.013358878960374613	0.015333080252182532	0.017555079456283693	0.020275012201125035	0.023447293021709226	0.027230886616488523	0.03172047048968818	0.0372631954901341	0.04358788654399595	0.051275466115470604	0.060668409621076544	0.07187775857811501	0.08457038843468233	0.09947332891458226	0.11657722915319996	0.13688380052240007	0.16026329977565174	0.18712365838177725	0.21828892128495936	0.25380701166634906	0.29436521807513716	0.34092317299242136	0.3923038363348089	0.4473605583289051	0.5085280703487987	0.5749086893914651	0.6486706471894702	0.7298431651947355	0.8189627492645369	0.9162620021561692	1.023067577786862	1.1393689564339242	1.2646518405435396	1.4026133282128	1.5494020320784683	1.7064942198916127
Ctrl_2_1 - illumina_universal_adapter	0.00013007649961538004	0.00015562724061125827	0.0002438934367788376	0.00043668539156591877	0.0005899898375411881	0.0007827817923282693	0.0008896303455837599	0.0009941561042032619	0.001119587014546664	0.001306571982743773	0.0014912341563048928	0.001661959562050079	0.0018280393785232874	0.001976698235226579	0.002085869583118059	0.002186911149783577	0.0022693703593611838	0.002339054198440852	0.002383187296524642	0.0024493869436503263	0.002579463443265706	0.0026584384608893297	0.002738574875830948	0.0028198726880905604	0.002920914254756079	0.003025440013375581	0.0031694532808068943	0.00336340663291197	0.0035469074091550954	0.003760604515666077	0.004088118559340517	0.004474863866232673	0.004925486025614525	0.005459728791891979	0.005961452433265587	0.0066037051501165265	0.007441072616390536	0.00852465631407937	0.009767351444333449	0.011224905078416503	0.013022748126671934	0.015124877272241915	0.017619558711294024	0.020624093572945708	0.024409087432289665	0.028802653486262726	0.034153210930263224	0.040634969361990333	0.04852898693239871	0.05758672461543754	0.06835752334251821	0.08097842799716405	0.0956143569985303	0.11312822855388682	0.13313213595902348	0.15569692445033795	0.18136380517801562	0.2106321789887941	0.24445090749147497	0.28350056951440283	0.32680094572119045	0.37332884507468467	0.4253873184564686	0.48152810341100305	0.5448602605585592	0.6133629585658267	0.6864787267201682	0.7680459831575555	0.8578742587178374	0.9541645489554405	1.057703119854647	1.1739589913858928	1.296881283522427	1.4292608340193902
Ctrl_2_2 - illumina_universal_adapter	0.0001347220888873579	0.00016259562451922507	0.00025550740995878223	0.0004506221593818523	0.0006062493999931106	0.000792072970872225	0.0008965987294917268	0.0010011244881112287	0.0011312009877266086	0.0013228315451956955	0.0015051709241208264	0.0016747349325480182	0.0018373305570672433	0.0019952805923144903	0.0021102589267959423	0.0022171074800514333	0.0023100192654909903	0.0023936398723865917	0.002454032532922304	0.002545782921043867	0.0027048943536091084	0.002807097317592621	0.0029151072681661066	0.0030347311919195364	0.003163646294216922	0.0033030139723762577	0.0034830305566653998	0.0037083416363563257	0.0039592034570431305	0.004239100210679796	0.004574744035580196	0.005004461043238149	0.005498054903385796	0.0060590098079771225	0.0066199647125684494	0.007305189130185183	0.008208756243584876	0.00938060613744129	0.010683693928231082	0.012210931401393801	0.01405987593164099	0.016240980094834594	0.018790247207832445	0.02187143429247176	0.025685463084765582	0.030102257085098533	0.03553527373867664	0.04203793732212764	0.049971442401347835	0.05904427824952059	0.06983365933368918	0.08246617796151497	0.09708700879774729	0.11450332297839227	0.13430863144215188	0.1565842320012857	0.18201302627877453	0.21100614892518832	0.24439167622825722	0.2829744565293514	0.3257661407108574	0.37165643293677264	0.42284385833006066	0.4777825970604709	0.5399150307785388	0.6068997824911875	0.6784232749225586	0.758070741593301	0.8458340527221887	0.9399664667429581	1.040464499463655	1.1536798328163915	1.272961144361013	1.4013524564679831
O1O2_KO_1_1 - illumina_universal_adapter	0.00014563989095373617	0.00015304530913782443	0.00021228865461053067	0.00033077534555594313	0.00043445120013317905	0.0005850280365429741	0.0006467398547437097	0.0007627580729610928	0.0008540915638981815	0.0009725782548435939	0.0011132812003412712	0.001218191291282522	0.0013082905458555961	0.0013872816731525376	0.0014601016186294056	0.0015205792004661265	0.001574885600482774	0.0016119126914032156	0.0016723902732399365	0.0017390390368967308	0.001915534836950835	0.001996994436975806	0.002074751327908733	0.0021747244733939246	0.0022870399825192633	0.002433914109837014	0.0025931306007949124	0.002765923691756972	0.0029757438736394736	0.003239870455538622	0.00352991600108208	0.0038643940557300666	0.004275394764946967	0.004774026256008911	0.00531585601981137	0.006042821238216036	0.006883336202110056	0.007922563220610444	0.009196295148273628	0.01056382903960193	0.012320147385594867	0.0143948987135036	0.016942362568829965	0.020002034515222443	0.023620815534513583	0.028283760517761165	0.033623067028488815	0.04017562788504293	0.048190758832954476	0.05799800098141539	0.06942826394855564	0.08240132237071429	0.09768240279358045	0.11585036207187704	0.13678671351465863	0.16121348539487382	0.18882211862151893	0.220453128158488	0.2578776431881421	0.3008586903285905	0.3483434659613286	0.39894345417683974	0.4558491559761021	0.5184348135225603	0.588541907471324	0.664211704712702	0.7473029652109006	0.8386364561479893	0.9383121506694535	1.0467620315026984	1.1654326236663488	1.297299671034045	1.4370164616768746	1.5890324176871107
O1O2_KO_1_2 - illumina_universal_adapter	0.00014563989095373617	0.00015304530913782443	0.0002147571273385601	0.0003455861819241197	0.00044679356377332616	0.0005973704001831212	0.0006640191638399157	0.0007800373820572987	0.0008738393457224169	0.0009935602730318442	0.0011416686367136098	0.001247812964018875	0.0013329752731358903	0.0014156691095248762	0.001488489055001744	0.0015588405277505827	0.0016193181095873037	0.0016773272186959953	0.00176495800054104	0.0018562914914781285	0.0020648774369966152	0.002185832600670057	0.0023030850552514547	0.002440085291657088	0.0026054729644350598	0.0027856714735812077	0.0029930231827356795	0.003216419964622343	0.0034780780737934617	0.0038137903648054637	0.004154439601273525	0.0045777826741305715	0.005089990765196678	0.00565897372900746	0.006257578365554596	0.007072174365804307	0.008023770602459651	0.009177781602813406	0.010567531748693975	0.012056020803695718	0.013907375349717789	0.016064820514015504	0.018675230423906626	0.021847217879424438	0.02560053066239318	0.03037949386385815	0.03585209790189939	0.04253425357667505	0.0506592315609839	0.0605824919276622	0.07212630464029181	0.08529807511705684	0.1006556781944919	0.11881870052733243	0.1396945743882773	0.16398681450481487	0.19147572680415056	0.2231055021047556	0.260379440298	0.3031580726747499	0.35039846950741305	0.4007392680864812	0.45723396917652664	0.51925558070463	0.58871593479865	0.6636180370216109	0.7460242963377812	0.8362543799654409	0.9348353068320241	1.0420694648467146	1.1591343155007818	1.289001899958774	1.4262267673826579	1.5758285570648813
O1O2_KO_2_1 - illumina_universal_adapter	0.00012866720518462182	0.00013499510052157046	0.00015608808497806582	0.00021936703834755198	0.0003079575730648326	0.0003712365264343187	0.000415531793792959	0.00044506197203205257	0.0004745921502711461	0.0005515815435373542	0.0006148604969068404	0.0006760301518306769	0.0007234893668577917	0.0007667299849936071	0.0008247356922489695	0.0008901239440641051	0.0009302006145314463	0.0009882063217868087	0.0010209004476943765	0.001078906154949739	0.0012075733601343607	0.001279289507286445	0.0013594428482211272	0.0014332682938188613	0.0015281867238730903	0.0016368155938240416	0.0017929036788021076	0.0019342266746606265	0.002110353094872363	0.0023170643425460178	0.0025743987529152617	0.002882356325980094	0.0033263636487893215	0.003795682552946344	0.0042217608389675506	0.00476806913639078	0.005492613152471397	0.006356370865964883	0.007370943418322311	0.008574298181565371	0.010055025690411348	0.011807852698746115	0.013826451311232724	0.016197302764142805	0.018947827937269804	0.02221829517724941	0.026163737919836873	0.03109000443965137	0.03709412246519278	0.04461693537160186	0.05332095540757468	0.0632125104684482	0.07494020982625962	0.08930875083802428	0.10570643695450378	0.12417967274150243	0.1448708358441016	0.1688830893493759	0.19734068932885668	0.22987134460688669	0.26608905356791207	0.30431270535075017	0.34713884634199554	0.3944662302162571	0.4478146065036252	0.5048458178770975	0.5671312916786826	0.6365251012421067	0.7148728827073132	0.799292279748322	0.8905204921718872	0.9933055507791664	1.103557525884045	1.2237421873694871
O1O2_KO_2_2 - illumina_universal_adapter	0.00012444860829332276	0.00013710439896721997	0.00016241598031501445	0.0002256949336845006	0.00031217616995613163	0.0003754551233256178	0.00042185968912990767	0.0004513898673690012	0.0004809200456080947	0.0005568547896514781	0.0006222430414666138	0.0006844673456132752	0.0007466916497599365	0.0007962601632327007	0.0008584844673793621	0.0009259820176401473	0.0009755505311129114	0.0010578131704932433	0.001114764228525781	0.00120968265858001	0.0013573335497754778	0.0014638531212807795	0.0015777552373458545	0.0016832201596283314	0.0018139966632586028	0.00196375685289972	0.0021778506451331486	0.0023740154005785553	0.0026429509523988714	0.0029023946612137643	0.003243046360186165	0.0036374851695226288	0.004160591184043714	0.004726937816700616	0.005245825234330401	0.005865958977351366	0.006730771340067676	0.007721086960300135	0.008833741890380265	0.010107758151552588	0.011652819262990874	0.013552242513298283	0.01578915351490962	0.018310819806683643	0.02123641675079955	0.024616567509952933	0.028727590180523885	0.03379201574852843	0.039879451062672995	0.04749401845146783	0.05629295691749488	0.06628681295298239	0.07807251801804918	0.09250433798318333	0.10893155427790194	0.1274427574369223	0.14824993195403213	0.17227695054842604	0.20058900893515696	0.23300365279867624	0.26912538868042457	0.3072984173005671	0.34979550773429113	0.3968339177214987	0.4499133584570465	0.506443611449677	0.5683325371434801	0.6372369894675135	0.7149097954301121	0.7984401231762794	0.8885388062821995	0.9900087173086163	1.09878418350154	1.2173056631625876
O1W4_KO_1_1 - illumina_universal_adapter	8.347788921148456e-05	0.00010311974549653974	0.00012767206585285874	0.00017923193860112861	0.00022588134727813468	0.00031672493259651493	0.0003560086451666253	0.0004247551421643185	0.00046158362269879693	0.0005155987274826988	0.0005941661526229194	0.0006604574175849807	0.0006972858981194592	0.0007328867626361217	0.0007672600111349682	0.0007979504115803671	0.0008421445882217412	0.0008752902207027718	0.000919484397344146	0.0009698166540745999	0.0011269515043550414	0.0011736009130320474	0.0012202503217090537	0.0012951348987958267	0.0013773851719894952	0.0014915534616463783	0.0016044941352854458	0.0017272557370670407	0.0018929838994721938	0.0021151823986968804	0.002441728259435923	0.0027744122002640453	0.003100958061003088	0.003562541683701885	0.004143204060128829	0.004932561159584485	0.005761201971610249	0.006767847106219329	0.007967227955625511	0.009339702663543743	0.011170078146107324	0.013297536704982363	0.015838701861861378	0.018815670705065055	0.022343839140268093	0.02669328269139	0.03203095713685375	0.038885964980338014	0.0468666967121595	0.056330388593502645	0.06786752392893694	0.08112086645727792	0.09648939138431581	0.11493186681996481	0.13620399717667958	0.16029718914233537	0.18787312775053505	0.2200329845692595	0.2570910292990696	0.2996549318687841	0.34644183353978564	0.39774636215634973	0.45472738723929484	0.5168754481412273	0.587059483495783	0.6626830854252811	0.7449210824587715	0.8360691165495702	0.9361885684985677	1.0428487585904886	1.1603758056721163	1.2923052438747606	1.4311842163542612	1.5816567945060158
