Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Ctrl_1_1	0.010087245203257756	0.007076266797279544	0.000282863654598885	0.002501356284469479	0.0009467750422524661	5.6105187689035035e-05	2.5714877690807722e-05	0.0	2.337716153709793e-06	6.078061999645461e-06	0.0	3.2728026151937106e-06	0.0005437527773528979	0.0029819907256722123	0.01867928715460273	1.4026296922258758e-06	3.7403458459356688e-06	4.4416606920486066e-05	0.0	0.0	0.0	0.0	0.0	1.8701729229678344e-06	0.0	0.0	0.0	1.4026296922258759e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.142975538161545e-06	0.0	0.0	0.0
Ctrl_1_2	0.002562136904465933	0.0005236484184309936	7.013148461129379e-06	3.974117461306648e-05	0.0	2.337716153709793e-06	0.0	0.0	0.0	4.675432307419586e-07	2.337716153709793e-05	4.9559582458647615e-05	0.0003497223365949851	0.00035159250951795286	0.00023049881275578562	0.0002552786039851094	0.0002155374293720429	0.0007606928364171666	0.00039320385705398725	0.00026369438213846467	0.00046847831720344253	0.0006966394138055183	0.001750014312667151	0.001297900008539677	0.0010898432708595057	0.00149193044929759	0.001333433294076066	0.002513044865238028	0.0009131119296390452	0.0005690001118129637	0.0005722729144281573	0.0006204298671945791	0.0007471340827256499	0.0005442203205836398	0.0005189729861235741	0.0005750781738126091	0.0006727947090376785	0.0008602795445652037
Ctrl_2_1	0.0075444369776920435	0.005289003386146793	0.000394875088118118	1.3936767815933577e-05	0.0	0.00035306478467031727	0.0	0.0	0.0	1.022029639835129e-05	0.0	3.251912490384501e-06	0.0007586247281139843	0.003987309272138596	0.023584263057049998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctrl_2_2	0.001119587014546664	0.0	0.0	0.0	0.0	6.968383907966788e-06	0.0	0.0	0.0	1.3936767815933576e-06	1.1149414252746861e-05	2.833809455906494e-05	0.0002791999152458693	0.00024575167248762873	0.00019232739585988337	0.0001709576852087852	0.00020951607616620144	0.0007730260548571158	0.00035724581501509736	0.00024621623141482654	0.00033355330972801027	0.0005839505714876169	0.0017927329000562559	0.0013263157371496788	0.0009602433025178233	0.001410400902972478	0.0010466512629766116	0.0023460225823488186	0.0006308710231345933	0.00011753340858103982	0.00012682458712499556	4.506221593818523e-05	7.758134084203023e-05	2.6944417777471585e-05	2.7873535631867154e-05	2.5086182068680438e-05	1.6259562451922505e-05	8.826619616757932e-05
O1O2_KO_1_1	0.007768283675108604	0.0054281715289367085	0.00042457730922106134	1.2342363640147131e-05	0.0	0.000318432981915796	0.0	0.0	0.0	7.899112729694164e-06	0.0	5.924334547270624e-06	0.0007099327565812631	0.0037402298775101868	0.02152804435569023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O1O2_KO_1_2	0.001303353600399537	0.0	0.0	0.0	0.0	4.9369454560588525e-06	0.0	0.0	0.0	4.936945456058853e-07	1.530453091378244e-05	3.900186910286493e-05	0.000296710421909137	0.00028288697463217227	0.0002048832364264424	0.00020241476369841298	0.00021969407279461893	0.0007568337384138221	0.0003875502183006199	0.000271038305537631	0.0003678024364763845	0.0005840406474517623	0.001687941651426522	0.0012510219785653134	0.0009355511639231526	0.0013255698549518018	0.0010012125384887354	0.002235448902503449	0.0006047758183672095	0.0001476146691361597	0.00016242550550433626	6.862354183921805e-05	0.00011503082912617127	3.6039701829229625e-05	4.147034183089436e-05	3.3571229101200204e-05	1.3329752731358902e-05	0.00014810836368176557
O1O2_KO_2_1	0.007928852857196614	0.005269027517232547	0.0003649086310973701	8.437193782598152e-06	0.0	0.0003311598559669775	0.0	0.0	0.0	8.437193782598152e-06	0.0	6.749755026078523e-06	0.0007724250907968609	0.004025385153677579	0.02403334648973084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O1O2_KO_2_2	0.001242376784487578	0.0	0.0	0.0	0.0	2.109298445649538e-06	0.0	0.0	0.0	0.0	1.434322943041686e-05	3.459249450865243e-05	0.0002843334304735578	0.00025691255068011374	0.00019068057948671825	0.00019025871979758835	0.0002155703011453828	0.0007804404248903292	0.00036237747296259063	0.0002585999894366334	0.0003535184194908626	0.0005897598454036109	0.0017583111842934549	0.0012917343681157771	0.0009546684765009809	0.0013955118516417345	0.0010449464499747813	0.002293229270110178	0.000620977462399224	0.00015271320746502656	0.0001544006462215462	6.07477952347067e-05	0.00011263653699768534	3.459249450865243e-05	3.7545512332561785e-05	3.1639476684743076e-05	1.2655790673897229e-05	0.00013921369741286952
O1W4_KO_1_1	0.012354727603299713	0.005693683090630373	0.00029953830834709164	0.0031967121103927323	0.001352832851633176	0.00031672493259651493	0.0	0.0	2.455232035631899e-06	1.2767206585285874e-05	0.0	9.820928142527596e-06	0.0006943396196767009	0.003585620864836825	0.020598905732544505	9.820928142527594e-07	3.9283712570110374e-06	5.5488244005280914e-05	0.0	0.0	0.0	0.0	0.0	4.910464071263797e-07	0.0	0.0	0.0	1.915080987792881e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.910464071263798e-06	0.0	0.0	0.0
